CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Spending_Ratio,Avg_Transaction_Amt
789328083,Attrited Customer,42,4,32,6,3,3,3454.0,0,3454.0,0.862,2826,39,0.625,0.0,0.99677,0.00323086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8181818181818182,72.46153846153847
716421633,Attrited Customer,43,3,36,4,2,4,3523.0,0,3523.0,0.973,3174,44,0.222,0.0,0.99706,0.00294141,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9009367016747091,72.13636363636364
809559933,Attrited Customer,45,3,40,3,5,3,4462.0,706,3756.0,0.886,2526,41,0.414,0.158,0.99716,0.00284317,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5661138502913492,61.609756097560975
789662283,Attrited Customer,50,3,33,3,3,4,2140.0,0,2140.0,0.765,2915,50,0.316,0.0,0.99808,0.00191647,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.3621495327102804,58.3
711527508,Attrited Customer,46,3,34,2,3,2,8583.0,0,8583.0,0.358,1794,31,0.292,0.0,0.99452,0.00548,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.20901782593498777,57.87096774193548
787505133,Attrited Customer,36,3,24,2,2,3,11316.0,1599,9717.0,0.713,2595,49,0.361,0.141,0.99485,0.00515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22932131495227995,52.95918367346939
719018208,Attrited Customer,52,0,46,6,4,3,7210.0,0,7210.0,0.769,2516,36,0.8,0.0,0.9978,0.00219708,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.34895977808599166,69.88888888888889
770968383,Attrited Customer,41,4,28,3,2,3,34516.0,825,33691.0,0.616,2022,52,0.733,0.024,0.99452,0.00548,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0585815274075791,38.88461538461539
771723408,Attrited Customer,37,2,25,3,2,4,1690.0,0,1690.0,0.69,2645,60,0.622,0.0,0.99722,0.00277723,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.5650887573964498,44.083333333333336
713569158,Attrited Customer,43,3,34,1,3,2,1654.0,1474,180.0,0.586,2086,47,0.621,0.891,0.99452,0.00548,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.2611850060459493,44.38297872340426
718626033,Attrited Customer,47,3,39,2,3,2,10061.0,0,10061.0,0.787,2802,52,0.529,0.0,0.99452,0.00548,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.27850114302753204,53.88461538461539
714010383,Attrited Customer,47,5,40,5,4,5,3502.0,0,3502.0,0.531,1895,42,0.4,0.0,0.99913,0.00087171,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.5411193603655055,45.11904761904762
712578933,Attrited Customer,35,5,25,3,2,6,1438.3,0,1438.3,0.763,2500,44,0.517,0.0,0.999,0.00100312,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.7381631092261698,56.81818181818182
711144183,Attrited Customer,55,3,45,1,3,1,2815.0,1848,967.0,0.563,2618,29,0.45,0.656,0.9912,0.0088,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9300177619893428,90.27586206896552
785262333,Attrited Customer,46,5,40,5,4,3,6185.0,1960,4225.0,0.669,2225,45,0.875,0.317,0.99743,0.0025693,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.3597413096200485,49.44444444444444
719073483,Attrited Customer,45,3,38,3,3,3,9234.0,0,9234.0,0.629,2586,44,0.257,0.0,0.99691,0.00308778,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.28005198180636776,58.77272727272727
719084358,Attrited Customer,55,1,46,6,4,3,4232.0,0,4232.0,0.878,2312,37,0.609,0.0,0.9971,0.00290471,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5463137996219282,62.486486486486484
712434708,Attrited Customer,52,3,39,5,3,2,3302.0,2517,785.0,0.705,2682,47,0.516,0.762,0.99452,0.00548,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8122350090854028,57.06382978723404
708412758,Attrited Customer,33,3,36,5,2,3,1457.0,0,1457.0,0.677,2200,45,0.364,0.0,0.99499,0.00501,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.509951956074125,48.888888888888886
713158083,Attrited Customer,56,2,46,2,4,4,7327.0,0,7327.0,0.598,2185,41,0.864,0.0,0.99835,0.00164594,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2982120922614986,53.292682926829265
720010608,Attrited Customer,37,2,24,6,2,4,10226.0,0,10226.0,0.614,2243,44,0.571,0.0,0.99722,0.00277723,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.21934285155486016,50.97727272727273
711939558,Attrited Customer,37,2,36,3,2,3,1534.0,0,1534.0,0.642,2596,39,0.393,0.0,0.99527,0.00472896,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.6923076923076923,66.56410256410257
716924958,Attrited Customer,65,2,56,3,0,3,6812.0,1926,4886.0,0.735,2288,48,0.778,0.283,0.97166,0.02834,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.33587786259541985,47.666666666666664
711531858,Attrited Customer,48,4,41,3,3,3,2447.0,1267,1180.0,0.449,2132,37,0.37,0.518,0.99714,0.00285845,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.8712709440130773,57.62162162162162
819943458,Attrited Customer,57,3,52,6,4,3,34516.0,1000,33516.0,0.694,1777,37,0.542,0.029,0.99737,0.0026282,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05148337003128984,48.027027027027025
772073508,Attrited Customer,52,1,41,5,3,6,1764.0,0,1764.0,0.824,2740,47,0.343,0.0,0.9993,0.00069828,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5532879818594105,58.297872340425535
721351983,Attrited Customer,43,4,36,5,3,3,3492.0,2517,975.0,0.6,2510,47,0.621,0.721,0.99694,0.00305523,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.7187857961053837,53.40425531914894
714477408,Attrited Customer,36,3,36,3,3,3,2977.0,1340,1637.0,0.507,2201,39,0.345,0.45,0.99673,0.00326528,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7393349009069533,56.43589743589744
711801933,Attrited Customer,54,4,36,3,3,4,1438.3,0,1438.3,0.641,2092,42,0.68,0.0,0.9981,0.00189625,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.4544948898004588,49.80952380952381
716282208,Attrited Customer,54,2,48,3,6,3,1638.0,0,1638.0,0.163,1702,36,0.125,0.0,0.99645,0.00354519,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0390720390720392,47.27777777777778
714045783,Attrited Customer,37,2,29,2,2,6,2547.0,1965,582.0,0.535,2160,46,0.353,0.771,0.99899,0.00100677,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8480565371024735,46.95652173913044
720243933,Attrited Customer,47,2,32,1,3,6,1789.0,0,1789.0,0.637,2784,49,0.581,0.0,0.99938,0.0006198,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.5561766349916155,56.816326530612244
716272158,Attrited Customer,41,3,15,5,3,4,4312.0,2517,1795.0,0.741,2693,56,0.436,0.584,0.99808,0.0019163,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6245361781076066,48.089285714285715
714602658,Attrited Customer,39,1,36,1,2,3,1462.0,0,1462.0,0.393,1998,36,0.161,0.0,0.99447,0.00553,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.3666210670314638,55.5
712446783,Attrited Customer,50,4,30,5,3,4,4038.0,1530,2508.0,0.724,2400,41,0.323,0.379,0.99816,0.00184351,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5943536404160475,58.53658536585366
720049083,Attrited Customer,35,1,24,5,3,3,1438.3,0,1438.3,0.849,2355,47,0.567,0.0,0.99681,0.00319278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.637349648891052,50.1063829787234
816378033,Attrited Customer,46,4,41,6,3,2,34516.0,1104,33412.0,0.591,1989,47,0.741,0.032,0.99555,0.00445417,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.057625449067099314,42.319148936170215
827451333,Attrited Customer,54,2,50,3,6,3,2247.0,0,2247.0,0.641,2615,37,0.423,0.0,0.99594,0.00405509,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.1637739207832665,70.67567567567568
717202083,Attrited Customer,46,2,34,2,3,3,7077.0,0,7077.0,0.838,2619,41,0.519,0.0,0.997,0.00299743,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.37007206443408225,63.8780487804878
789122808,Attrited Customer,41,4,29,5,2,3,3281.0,0,3281.0,0.875,2907,45,0.406,0.0,0.9949,0.0051,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8860103626943006,64.6
711507783,Attrited Customer,54,2,42,3,4,3,1694.0,0,1694.0,0.354,1930,41,0.519,0.0,0.99811,0.00188594,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.1393152302243212,47.073170731707314
716856408,Attrited Customer,39,4,28,5,2,4,1438.3,0,1438.3,0.777,2392,44,0.375,0.0,0.99709,0.0029104,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6630744629075993,54.36363636363637
720124758,Attrited Customer,49,3,40,5,4,3,2509.0,450,2059.0,0.654,2239,47,0.621,0.179,0.99744,0.0025563,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.8923874053407732,47.638297872340424
782802033,Attrited Customer,45,4,39,3,2,2,3411.0,1472,1939.0,0.585,2108,55,0.618,0.432,0.99244,0.00756,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.6180005863383172,38.32727272727273
780289308,Attrited Customer,61,0,47,1,3,4,4130.0,0,4130.0,0.814,2418,57,0.781,0.0,0.99768,0.00231656,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5854721549636804,42.421052631578945
714503433,Attrited Customer,57,2,36,1,3,3,1615.0,950,665.0,0.507,2212,43,0.387,0.588,0.99772,0.00227837,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.3696594427244582,51.44186046511628
715497558,Attrited Customer,44,1,36,6,3,3,3052.0,0,3052.0,0.868,2598,47,0.469,0.0,0.99639,0.00360825,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8512450851900393,55.276595744680854
717252483,Attrited Customer,57,2,41,3,3,3,2796.0,0,2796.0,0.729,2196,35,0.75,0.0,0.99671,0.00329379,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7854077253218884,62.74285714285714
719742108,Attrited Customer,38,1,26,5,2,4,3554.0,0,3554.0,0.782,2372,44,0.63,0.0,0.99666,0.00334364,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6674169949352842,53.90909090909091
717208833,Attrited Customer,34,3,21,2,2,2,1576.0,0,1576.0,0.789,2703,56,1.0,0.0,0.99137,0.00863,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.7151015228426396,48.267857142857146
713463708,Attrited Customer,40,4,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0.0,0.99504,0.00495524,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.7332962525203366,59.357142857142854
711790308,Attrited Customer,54,0,34,4,3,3,2223.0,632,1591.0,0.665,2538,49,0.581,0.284,0.99605,0.00394582,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1417004048582995,51.795918367346935
712046808,Attrited Customer,49,3,42,1,3,3,3802.0,1558,2244.0,0.489,2003,43,0.593,0.41,0.9978,0.00219584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52682798527091,46.58139534883721
708888633,Attrited Customer,52,3,36,2,3,3,3022.0,895,2127.0,0.95,2724,38,0.9,0.296,0.9978,0.00219584,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.9013898080741231,71.6842105263158
812406183,Attrited Customer,45,4,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0.0,0.99763,0.00236635,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.5344503928248627,53.829268292682926
714595983,Attrited Customer,49,1,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363,0.99659,0.00341249,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1.4113884446916498,54.86486486486486
720270633,Attrited Customer,40,3,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,0.9912,0.0088,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.786939313984169,50.166666666666664
718653333,Attrited Customer,45,2,33,1,3,3,1833.0,0,1833.0,0.549,2037,31,0.292,0.0,0.99661,0.00338757,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.1112929623567922,65.70967741935483
711724083,Attrited Customer,27,0,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,0.98869,0.01131,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.037057220708447,43.25
713422083,Attrited Customer,30,0,36,5,3,3,1574.0,0,1574.0,0.582,2560,59,0.788,0.0,0.99616,0.0038363,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6264294790343075,43.389830508474574
712222758,Attrited Customer,38,3,36,3,2,3,2300.0,0,2300.0,0.703,2500,47,0.119,0.0,0.99499,0.00501,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0869565217391304,53.191489361702125
718148358,Attrited Customer,50,3,36,2,3,3,1572.0,0,1572.0,0.74,2447,41,0.577,0.0,0.99673,0.00326528,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.556615776081425,59.68292682926829
794507133,Attrited Customer,37,2,18,4,1,3,1900.0,0,1900.0,0.776,2880,46,0.353,0.0,0.9926,0.0074,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5157894736842106,62.608695652173914
767266758,Attrited Customer,41,2,34,1,3,4,1661.0,0,1661.0,0.786,2473,49,0.75,0.0,0.99801,0.00198853,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.4888621312462371,50.46938775510204
720739083,Attrited Customer,36,2,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0,0.99558,0.00441892,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6061502069781195,43.111111111111114
713594883,Attrited Customer,44,2,32,5,3,3,1486.0,849,637.0,0.621,2380,43,0.87,0.571,0.9968,0.00320374,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.601615074024226,55.348837209302324
714962658,Attrited Customer,35,2,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,0.997,0.00299743,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.2853443811496634,62.05
717429258,Attrited Customer,48,3,39,3,3,4,1644.0,500,1144.0,0.784,2450,45,0.406,0.304,0.99871,0.00128822,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.4902676399026764,54.44444444444444
709548783,Attrited Customer,44,2,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0.0,0.99866,0.00133669,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.4600570117499827,38.888888888888886
713336883,Attrited Customer,61,0,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0,0.99768,0.00231656,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.2982954545454546,49.67391304347826
809626983,Attrited Customer,48,3,43,3,3,3,1670.0,0,1670.0,0.707,2790,37,0.321,0.0,0.99673,0.00326528,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6706586826347305,75.4054054054054
772728933,Attrited Customer,50,2,40,6,4,3,13709.0,813,12896.0,0.65,2511,40,0.6,0.059,0.9972,0.00280488,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1831643445911445,62.775
815320383,Attrited Customer,46,3,41,5,3,2,4710.0,0,4710.0,0.717,2690,43,0.955,0.0,0.99515,0.00484967,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5711252653927813,62.55813953488372
714475908,Attrited Customer,43,2,35,5,3,2,6348.0,0,6348.0,0.4,1732,39,0.393,0.0,0.99462,0.00538,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.27284183994959044,44.41025641025641
716790633,Attrited Customer,43,3,36,4,2,3,17239.0,0,17239.0,0.393,1789,38,0.357,0.0,0.99499,0.00501,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.10377632113231626,47.078947368421055
716127333,Attrited Customer,45,3,36,5,2,3,18432.0,484,17948.0,0.557,2300,45,0.552,0.026,0.99499,0.00501,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1247829861111111,51.111111111111114
780032208,Attrited Customer,44,3,34,5,3,3,14201.0,0,14201.0,0.574,2223,47,0.679,0.0,0.99683,0.00317458,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1565382719526794,47.297872340425535
789052308,Attrited Customer,40,3,28,6,2,2,4323.0,0,4323.0,0.817,2451,38,0.727,0.0,0.99161,0.00839,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5669673837612769,64.5
714948858,Attrited Customer,50,2,36,3,2,2,3647.0,2517,1130.0,0.842,2935,58,0.933,0.69,0.99207,0.00793,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.8047710446942693,50.60344827586207
719685408,Attrited Customer,40,2,29,3,2,2,6332.0,318,6014.0,0.783,2505,43,0.536,0.05,0.99153,0.00847,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.3956096020214782,58.25581395348837
710284233,Attrited Customer,33,4,36,5,3,4,1438.3,0,1438.3,0.98,2439,43,0.72,0.0,0.99821,0.00179304,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.6957519293610512,56.72093023255814
713312208,Attrited Customer,53,1,43,1,2,3,3146.0,0,3146.0,0.414,1868,38,0.31,0.0,0.99431,0.00569,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5937698664971393,49.1578947368421
779844408,Attrited Customer,43,1,27,4,3,3,1438.3,0,1438.3,0.481,2137,40,0.333,0.0,0.99702,0.00298315,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.48578182576653,53.425
801715383,Attrited Customer,45,4,39,6,3,2,12890.0,0,12890.0,0.576,2216,51,0.545,0.0,0.99473,0.00527,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.17191621411947247,43.450980392156865
714188883,Attrited Customer,46,5,37,3,2,2,1787.0,0,1787.0,0.654,2345,36,0.286,0.0,0.99415,0.00585,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.3122551762730834,65.13888888888889
708536283,Attrited Customer,35,1,27,3,2,2,2904.0,2517,387.0,0.624,2653,46,0.586,0.867,0.99357,0.00643,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9135674931129476,57.67391304347826
709307808,Attrited Customer,59,2,36,3,3,3,4375.0,0,4375.0,0.621,2507,53,0.472,0.0,0.99661,0.00338788,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5730285714285714,47.301886792452834
715701033,Attrited Customer,43,2,33,5,3,3,2111.0,1761,350.0,0.753,2112,46,0.769,0.834,0.99671,0.00329379,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0004737091425864,45.91304347826087
718826883,Attrited Customer,50,3,36,6,3,2,6925.0,0,6925.0,0.821,2506,36,0.44,0.0,0.99482,0.00518,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.3618772563176895,69.61111111111111
815504583,Attrited Customer,48,4,43,3,2,4,1538.0,0,1538.0,0.684,2275,43,0.483,0.0,0.99709,0.0029104,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.4791937581274381,52.906976744186046
709891608,Attrited Customer,41,2,24,5,2,3,9924.0,0,9924.0,0.517,1949,43,0.483,0.0,0.99466,0.00534,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1963925836356308,45.325581395348834
711949683,Attrited Customer,55,2,36,6,2,3,4410.0,2517,1893.0,0.53,1883,44,0.63,0.571,0.99466,0.00534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.42698412698412697,42.79545454545455
787747308,Attrited Customer,49,4,39,6,3,2,3468.0,2517,951.0,0.746,2494,39,0.345,0.726,0.99487,0.00513,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.7191464821222606,63.94871794871795
779104608,Attrited Customer,34,3,15,5,1,3,1438.3,0,1438.3,0.689,2819,48,0.6,0.0,0.98941,0.01059,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.9599527219634292,58.729166666666664
713804883,Attrited Customer,46,4,37,3,2,2,1836.0,0,1836.0,0.323,1799,28,0.167,0.0,0.99293,0.00707,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9798474945533769,64.25
753795633,Attrited Customer,48,2,41,5,3,2,2964.0,2517,447.0,0.699,2327,38,0.81,0.849,0.99462,0.00538,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.7850877192982456,61.23684210526316
817607358,Attrited Customer,44,2,35,3,3,3,34516.0,0,34516.0,0.767,2227,44,0.63,0.0,0.99706,0.00294187,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.06452080194692317,50.61363636363637
712297683,Attrited Customer,47,3,35,6,3,2,1781.0,0,1781.0,0.693,2196,35,0.75,0.0,0.99452,0.00548,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.2330151600224593,62.74285714285714
714684933,Attrited Customer,40,1,28,5,2,3,3680.0,0,3680.0,0.729,2725,41,0.577,0.0,0.99462,0.00538,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.7404891304347826,66.46341463414635
720742083,Attrited Customer,48,4,36,4,3,3,2740.0,2425,315.0,0.816,2431,46,0.394,0.885,0.99714,0.00285845,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.8872262773722628,52.84782608695652
721124658,Attrited Customer,40,3,27,4,2,3,3427.0,0,3427.0,0.5,2625,63,0.5,0.0,0.99513,0.00487126,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.7659760723665013,41.666666666666664
720815208,Attrited Customer,52,0,39,5,3,3,34516.0,216,34300.0,0.556,2395,47,0.306,0.006,0.99605,0.00394582,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06938810986209294,50.95744680851064
720520308,Attrited Customer,46,4,28,4,2,3,8318.0,2517,5801.0,0.69,2427,52,0.625,0.303,0.99504,0.00495524,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29177686943976916,46.67307692307692
798972183,Attrited Customer,49,2,43,1,3,2,1643.0,526,1117.0,0.829,2520,38,0.583,0.32,0.99497,0.00503,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.5337796713329275,66.3157894736842
714250908,Attrited Customer,53,2,47,3,4,2,2927.0,2517,410.0,0.419,2231,60,0.875,0.86,0.99542,0.00457826,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7622138708575333,37.18333333333333
719384433,Attrited Customer,44,3,28,5,2,3,1877.0,1203,674.0,0.654,2581,57,0.781,0.641,0.99485,0.00515,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3750665956313266,45.280701754385966
789880533,Attrited Customer,46,4,36,5,3,4,5913.0,1651,4262.0,0.79,2404,39,0.56,0.279,0.99816,0.00184351,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.406561812954507,61.64102564102564
711221958,Attrited Customer,43,3,26,3,2,2,2867.0,0,2867.0,0.703,2646,41,0.464,0.0,0.99161,0.00839,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.922915940006976,64.53658536585365
716368008,Attrited Customer,54,1,36,4,2,2,3137.0,959,2178.0,1.008,2925,41,0.414,0.306,0.99073,0.00927,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9324195090851132,71.34146341463415
712092783,Attrited Customer,47,3,40,6,2,3,2437.0,0,2437.0,0.664,2027,42,0.448,0.0,0.99653,0.00346592,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8317603610997127,48.26190476190476
708726708,Attrited Customer,42,3,36,6,2,3,1451.0,599,852.0,0.752,2192,35,0.458,0.413,0.99499,0.00501,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5106822880771882,62.628571428571426
712767858,Attrited Customer,42,0,30,5,2,3,1438.3,1223,215.3,0.491,2181,43,0.593,0.85,0.99378,0.00622,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5163734964889106,50.72093023255814
712445583,Attrited Customer,33,0,15,3,1,4,2299.0,0,2299.0,0.663,2323,47,0.469,0.0,0.99247,0.00753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.010439321444106,49.42553191489362
713891133,Attrited Customer,41,2,36,3,2,2,1438.3,834,604.3,0.407,1890,43,0.387,0.58,0.99207,0.00793,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.3140513105749845,43.95348837209303
779279883,Attrited Customer,60,2,42,3,3,2,1438.3,0,1438.3,0.061,1628,42,0.077,0.0,0.99431,0.00569,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.1318918167280818,38.76190476190476
